Full_Name,Year,Citation,spherical_cluster,topic_keywords,hdbscan_cluster,agglomerative_cluster,tsne_x,tsne_y,umap_x,umap_y,ACM Fellow Profile,DBLP profile,Google Scholar Profile,Affiliation
Arie E Kaufman,2009,For contributions to volume visualization and its applications.,0,"vision, contributions, computer, graphics, image, geometry",-1,4,-44.98622,-1.0883437,8.889725,6.3187814,https://awards.acm.org/award-recipients/kaufman_1430289,https://dblp.org/pid/k/ArieEKaufman,https://scholar.google.com/citations?user=CZ0CQDYAAAAJ,"Senior Lecturer of Computer Science, Shenkar College"
Baba C Vemuri,2009,For contributions to computer vision and medical image analysis.,0,"vision, contributions, computer, graphics, image, geometry",-1,17,-50.854923,-3.8240058,9.13272,7.102707,https://awards.acm.org/award-recipients/vemuri_3677911,https://dblp.org/pid/93/1847,https://scholar.google.com/citations?user=1fEZ_osAAAAJ,"Distinguished Professor, Dept. of CISE, University of Florida"
Bruce Davie,2009,For contributions to computer networking.,9,"contributions, internet, protocols, network, networks, networking",-1,19,31.035168,23.520266,5.6937165,1.9557066,https://awards.acm.org/award-recipients/davie_4274130,https://dblp.org/pid/99/3875,https://scholar.google.com/citations?user=NzwUAfIAAAAJ,"Founder, Systems Approach, LLC"
Bruce R. Donald,2009,"For contributions in robotics, MEMS, computational molecular biology.",8,"contributions, design, memory, computer, architecture, systems",-1,4,-35.2261,1.1937585,7.61132,6.281087,https://awards.acm.org/award-recipients/donald_4504866,https://dblp.org/pid/320/6037,,
Chandrajit L. Bajaj,2009,"For contributions to algorithms for geometric design, scientific visualization, computational biology and bioinformatics.",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,10,-36.492775,-7.0209637,7.8473053,5.748018,https://awards.acm.org/award-recipients/bajaj_5216692,https://dblp.org/pid/b/ChandrajitLBajaj,,
Chandramohan A Thekkath,2009,"For contributions to operating systems, distributed systems, and scalable storage.",7,"contributions, parallel, distributed, computing, systems, performance",0,1,25.361147,16.25288,4.7719893,3.4324436,https://awards.acm.org/award-recipients/thekkath_3725660,https://dblp.org/pid/13/3927,,
David Karger,2009,For efficient algorithms for combinatorial optimization problems based on randomization.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-15.031225,-19.454344,7.320468,4.592773,https://awards.acm.org/award-recipients/karger_3831799,https://dblp.org/pid/k/DavidRKarger,https://scholar.google.com/citations?user=2vQRGrYAAAAJ,"Professor of Computer Science, MIT"
David F Bacon,2009,For contributions to real-time systems and to object-oriented language design and implementation.,4,"programming, contributions, languages, language, program, compilers",-1,2,24.170147,-0.94317144,2.5392258,5.1455812,https://awards.acm.org/award-recipients/bacon_4810628,https://dblp.org/pid/b/DavidFBacon,https://scholar.google.com/citations?user=guNVlmIAAAAJ,Google
Shang-Hua Teng,2009,"For contributions to theoretical computer science, algorithms and interdisciplinary applications of computing.",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,6,-10.345505,-8.628442,6.629594,5.052964,https://awards.acm.org/award-recipients/teng_4791257,https://dblp.org/pid/t/ShangHuaTeng,,
Vijay P Bhatkar,2009,"For contributions to computing technology, education and research.",11,"computer, acm, science, contributions, computing, years",-1,18,-1.5862732,20.937078,4.635454,7.4324403,https://awards.acm.org/award-recipients/bhatkar_1843762,https://dblp.org/pid/18/4677,,
Farnam Jahanian,2009,For contributions to the dependability and security of networks and systems.,9,"contributions, internet, protocols, network, networks, networking",-1,1,30.764292,13.644364,4.926146,2.6660237,https://awards.acm.org/award-recipients/jahanian_4428199,https://dblp.org/pid/90/6277,,
Gaetano Borriello,2009,"For the design, realization, and integration of embedded and ubiquitous computing systems.",13,"wireless, contributions, mobile, systems, networks, computing",-1,19,22.049969,30.867271,4.5718784,1.6332122,https://awards.acm.org/award-recipients/borriello_2947281,https://dblp.org/pid/b/GBorriello,,
Gerhard Fischer,2009,For contributions to human computer interaction and computer-mediated lifelong learning.,10,"human, interaction, contributions, computer, computing, design",-1,5,-31.869102,15.235156,5.898575,8.200106,https://awards.acm.org/award-recipients/fischer_1311901,https://dblp.org/pid/141/6544,https://scholar.google.com/citations?user=xIyKzwkAAAAJ,"Professor of Computer Science, University of Colorado, Boulder"
Hagit Attiya,2009,For contributions to distributed and parallel computing.,7,"contributions, parallel, distributed, computing, systems, performance",0,2,18.539719,11.85755,4.251764,3.9403121,https://awards.acm.org/award-recipients/attiya_3834843,https://dblp.org/pid/a/HagitAttiya,https://scholar.google.com/citations?user=eoMK92MAAAAJ,"Department of Computer Science, Technion"
Hans-Peter Kriegel,2009,"For contributions to knowledge discovery and data mining, similarity search, spatial data management, and access methods for high-dimensional data.",6,"database, contributions, data, systems, management, databases",-1,0,-10.968552,-32.44748,5.418479,5.10926,https://awards.acm.org/award-recipients/kriegel_1732825,https://dblp.org/pid/k/HansPeterKriegel,https://scholar.google.com/citations?user=DBf9LC4AAAAJ,"Professor für Informatik, Ludwig-Maximilians-University Munich"
Ian T Foster,2009,"For work in parallel programming languages, collaborative and distributed computing.",7,"contributions, parallel, distributed, computing, systems, performance",-1,18,18.679039,8.635631,3.7745216,4.3588734,https://awards.acm.org/award-recipients/foster_4001418,https://dblp.org/pid/f/IanTFoster,https://scholar.google.com/citations?user=VGoSakQAAAAJ,University of Chicago and Argonne National Laboratory
Jeffrey A Dean,2009,For contributions to the science and engineering of large-scale distributed computer systems.,7,"contributions, parallel, distributed, computing, systems, performance",0,1,23.403147,16.132725,4.9760036,3.1674783,https://awards.acm.org/award-recipients/dean_2879385,,,
John Chi-Shing Lui,2009,For contributions to stochastic analysis of parallel storage and communication systems.,7,"contributions, parallel, distributed, computing, systems, performance",-1,1,20.113235,20.16698,4.61183,3.4844015,https://awards.acm.org/award-recipients/lui_4411187,https://dblp.org/pid/l/JohnCSLui,,
Jose A Blakeley,2009,For contributions to database management systems and data access technologies.,6,"database, contributions, data, systems, management, databases",-1,0,-3.0217834,-34.05563,4.4923253,5.1896863,https://awards.acm.org/award-recipients/blakeley_2189942,https://dblp.org/pid/79/2594,,
Joseph M Hellerstein,2009,For contributions to database systems and data management.,6,"database, contributions, data, systems, management, databases",0,0,-3.5690417,-31.617165,4.7670827,5.15294,https://awards.acm.org/award-recipients/hellerstein_4354833,https://dblp.org/pid/h/JosephMHellerstein,,
Laurie J Hendren,2009,"For contributions to program analysis of procedural, object-oriented and aspect-oriented programming languages.",4,"programming, contributions, languages, language, program, compilers",-1,18,24.80366,-27.88583,2.2052584,5.4066925,https://awards.acm.org/award-recipients/hendren_2327567,https://dblp.org/pid/h/LaurieJHendren,,
Margaret Martonosi,2009,For contributions in power-aware computing.,8,"contributions, design, memory, computer, architecture, systems",-1,2,19.152813,17.459686,4.04573,3.2914135,https://awards.acm.org/award-recipients/martonosi_4125274,https://dblp.org/pid/m/MargaretMartonosi,https://scholar.google.com/citations?user=tgYsFS0AAAAJ,"Professor of Computer Science, Princeton University"
Martin Rinard,2009,For his contributions to program analysis for parallel computing and techniques for enabling software systems to execute successfully in the face of errors and failures.,7,"contributions, parallel, distributed, computing, systems, performance",-1,1,21.116693,7.3639054,3.9414248,3.8655295,https://awards.acm.org/award-recipients/rinard_NA19107,https://dblp.org/pid/r/MartinCRinard,https://scholar.google.com/citations?user=hxlxVEUAAAAJ,MIT
Martin Vetterli,2009,For contributions to multimedia compression and communication.,9,"contributions, internet, protocols, network, networks, networking",-1,15,29.64048,27.347591,5.6011643,1.7291999,https://awards.acm.org/award-recipients/vetterli_8616534,https://dblp.org/pid/v/MVetterli,https://scholar.google.com/citations?user=YQcU3NYAAAAJ,"Professor of computer and communication science, Ecole Polytechnique Federale …"
Michael T Goodrich,2009,For contributions to data structures and algorithms for combinatorial and geometric problems.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,4,-33.975746,-10.267248,7.778266,5.1976457,https://awards.acm.org/award-recipients/goodrich_2308013,https://dblp.org/pid/g/MichaelTGoodrich,https://scholar.google.com/citations?user=sSS9gSoAAAAJ,"Professor of Computer Science, University of California, Irvine"
Nell B. Dale,2009,For distinguished service to the ACM and her impact on computing education.,11,"computer, acm, science, contributions, computing, years",-1,8,-9.694434,22.885399,3.776736,7.723119,https://awards.acm.org/award-recipients/dale_1569201,https://dblp.org/pid/13/1761,,
Patricia G. Selinger,2009,For contributions to relational database technology.,6,"database, contributions, data, systems, management, databases",-1,0,3.296039,-33.50907,4.2612886,5.3253503,https://awards.acm.org/award-recipients/selinger_UK15837,https://dblp.org/pid/48/1954,,
Dinesh Manocha,2009,"For contributions to geometric computing and applications to computer graphics, robotics and GPU computing.",0,"vision, contributions, computer, graphics, image, geometry",-1,4,-36.953808,-1.5904813,8.309931,5.997206,https://awards.acm.org/award-recipients/manocha_4274957,https://dblp.org/pid/m/DineshManocha,https://scholar.google.com/citations?user=X08l_4IAAAAJ,"Distinguished University Professor, University of Maryland at College Park"
Erich L Kaltofen,2009,"For contributions to symbolic and algebraic computation, algebraic algorithms and complexity theory.",1,"contributions, algorithms, complexity, computational, theory, geometry",-1,3,-9.846733,-22.104671,6.577204,4.3840103,https://awards.acm.org/award-recipients/kaltofen_1728641,https://dblp.org/pid/k/ErichKaltofen,,
Maurizio Lenzerini,2009,For contributions to data management and knowledge representation.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,2,-11.4038515,1.5815426,5.2096577,5.7030993,https://awards.acm.org/award-recipients/lenzerini_3958543,https://dblp.org/pid/l/MLenzerini,https://scholar.google.com/citations?user=EYxaICEAAAAJ,"Professor of Computer Science, Sapienza University of Rome"
Paulo Esteves-Verissimo,2009,For contributions to dependable and secure distributed computing.,7,"contributions, parallel, distributed, computing, systems, performance",0,1,27.66889,11.812401,4.916242,2.8873518,https://awards.acm.org/award-recipients/esteves-verissimo_4862710,https://dblp.org/pid/v/PauloVerissimo,,
John T Riedl,2009,For contributions to recommender systems and to social and collaborative computing.,12,"contributions, learning, mining, natural, machine, data",-1,10,-22.695587,13.506901,5.8746014,6.9891124,https://awards.acm.org/award-recipients/riedl_2663490,https://dblp.org/pid/r/JRiedl,,
Kyu-Young Whang,2009,"For contributions to physical database design, query processing, and database management system architecture.",6,"database, contributions, data, systems, management, databases",-1,0,-0.9135054,-31.737015,4.502551,5.1595025,https://awards.acm.org/award-recipients/whang_1919729,https://dblp.org/pid/w/KyuYoungWhang,https://scholar.google.com/citations?user=LZSo1YEAAAAJ,"Distinguished Professor of Computer Science, KAIST"
Rudrapatna K Shyamasundar,2009,For contributions to real-time distributed programs and logic programming.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,23.542698,-2.8103297,2.5773435,4.6500344,https://awards.acm.org/award-recipients/shyamasundar_4395026,https://dblp.org/pid/s/RKShyamasundar,,
RJ Miller,2009,"For innovations in metadata management, especially the creation of tools to integrate, transform, query and analyze information.",6,"database, contributions, data, systems, management, databases",-1,7,1.3132576,-25.593416,4.543259,5.5657024,https://awards.acm.org/award-recipients/miller_3973153,,,
Rajiv Gupta,2009,For contributions to program analysis and optimization and sustained professional service to the computer science research community.,11,"computer, acm, science, contributions, computing, years",-1,6,-5.8876724,-6.210851,4.214125,6.6365275,https://awards.acm.org/award-recipients/gupta_3221918,https://dblp.org/pid/181/2697,,
Ricardo A Baeza-Yates,2009,For contributions to the development of algorithms and information retrieval techniques.,12,"contributions, learning, mining, natural, machine, data",-1,0,-27.069857,-29.242737,6.780355,7.080705,https://awards.acm.org/award-recipients/baeza-yates_2551737,https://dblp.org/pid/b/RABaezaYates,,
Robbert Van Renesse,2009,For contributions to fault-tolerant distributed computing.,7,"contributions, parallel, distributed, computing, systems, performance",0,1,26.224789,12.198478,4.8354697,2.9205523,https://awards.acm.org/award-recipients/vanrenesse_3038106,https://dblp.org/pid/r/RvRenesse,https://scholar.google.com/citations?user=uJbM58UAAAAJ,"Professor of Computer Science, Cornell University"
Terry Winograd,2009,"For contributions to AI, natural language processing, HCI, and human-centered design.",12,"contributions, learning, mining, natural, machine, data",-1,16,-32.47995,-37.477844,6.8172336,7.7068176,https://awards.acm.org/award-recipients/winograd_2634855,https://dblp.org/pid/w/TerryWinograd,,
Thomas D Erickson,2009,For contributions to interaction design and social computing and for outstanding service to ACM.,10,"human, interaction, contributions, computer, computing, design",-1,2,-20.219877,11.36639,5.556071,6.9619904,https://awards.acm.org/award-recipients/erickson_3354016,,,
Thomas L Dean,2009,For the development of dynamic Bayes networks and anytime algorithms.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,14,-17.954296,-10.037744,6.4999595,5.11666,https://awards.acm.org/award-recipients/dean_3342086,https://dblp.org/pid/71/9415,https://scholar.google.com/citations?user=KcdtmI4AAAAJ,"Dean and Professor Emeritus, College of Education, University of North Texas"
Urs Hoelzle,2009,"For the design, engineering and operation of energy efficient large-scale cloud computing systems.",7,"contributions, parallel, distributed, computing, systems, performance",-1,9,13.609891,38.864624,4.6592417,3.0494008,https://awards.acm.org/award-recipients/hoelzle_2674646,https://dblp.org/pid/h/UrsHolzle,https://scholar.google.com/citations?user=3ox8XlUAAAAJ,Google Inc
Venu Govindaraju,2009,"For contributions to handwritten document image analysis, recognition, and retrieval.",12,"contributions, learning, mining, natural, machine, data",-1,17,-51.419052,-6.435675,8.963783,7.269944,https://awards.acm.org/award-recipients/govindaraju_5180419,https://dblp.org/pid/g/VenuGovindaraju,https://scholar.google.com/citations?user=ruIgbscAAAAJ,"SUNY Distinguished Professor, State University of New York, Buffalo"
Yorick Wilks,2009,For research on meaning-based understanding of natural language by computers.,12,"contributions, learning, mining, natural, machine, data",-1,16,-33.498875,-35.20804,7.0049543,7.6889415,https://awards.acm.org/award-recipients/wilks_2710333,https://dblp.org/pid/w/YorickWilks,https://scholar.google.com/citations?user=NsHFYDcAAAAJ,"Senior Research Scientist, IHMC, Florida"
Yossi Matias,2009,For contributions to the analysis of large data sets and data streams.,6,"database, contributions, data, systems, management, databases",-1,0,-12.844055,-34.311813,5.5523925,4.8474565,https://awards.acm.org/award-recipients/matias_4099198,https://dblp.org/pid/m/YossiMatias,https://scholar.google.com/citations?user=IwSe1-MAAAAJ,Google
Alan Kay,2008,For fundamental contributions to personal computing and object-oriented programming.,4,"programming, contributions, languages, language, program, compilers",-1,18,23.482435,-28.098793,2.3974428,5.65748,https://awards.acm.org/award-recipients/kay_3972189,https://dblp.org/pid/k/AlanCKay,https://scholar.google.com/citations?user=HTuwJ_EAAAAJ,Allen Institute for Neural Dynamics
Alex Aiken,2008,For contributions to programming language theory and systems.,4,"programming, contributions, languages, language, program, compilers",-1,18,23.750994,-21.611347,2.401639,5.287949,https://awards.acm.org/award-recipients/aiken_4206082,https://dblp.org/pid/a/AAiken,https://scholar.google.com/citations?user=3vKjkoQAAAAJ,"Professor of Computer Science, Stanford University"
Bertrand Meyer,2008,For contributions to software engineering and programming languages.,4,"programming, contributions, languages, language, program, compilers",-1,18,24.510345,-25.836636,2.1605895,5.5035467,https://awards.acm.org/award-recipients/meyer_0256073,https://dblp.org/pid/m/BertrandMeyer,https://scholar.google.com/citations?user=W8nOgCwAAAAJ,"Professor of Software Engineering, Constructor University"
Brian Randell,2008,For contributions to dependable computing and computer history.,11,"computer, acm, science, contributions, computing, years",-1,2,28.201313,6.1192384,3.8604147,6.7691135,https://awards.acm.org/award-recipients/randell_1049162,https://dblp.org/pid/r/BrianRandell,https://scholar.google.com/citations?user=5sqk-sYAAAAJ,"Emeritus Professor of Computing Science, Newcastle University"
Charles H House,2008,For distinguished service and contributions to ACM and the computing community.,11,"computer, acm, science, contributions, computing, years",-1,8,-9.569625,23.080727,3.7712507,7.6930027,https://awards.acm.org/award-recipients/house_4788345,https://dblp.org/pid/47/1089,,
Douglas B Terry,2008,For contributions to distributed computing.,7,"contributions, parallel, distributed, computing, systems, performance",0,2,21.524435,13.466003,4.721315,3.590506,https://awards.acm.org/award-recipients/terry_1854348,https://dblp.org/pid/06/965,,
Hamid Pirahesh,2008,For contributions to query processing and query languages.,4,"programming, contributions, languages, language, program, compilers",-1,0,-7.853182,-35.98179,4.939749,5.151606,https://awards.acm.org/award-recipients/pirahesh_1636471,https://dblp.org/pid/p/HamidPirahesh,https://scholar.google.com/citations?user=QQVlcOUAAAAJ,IBM
Gregory D. Abowd,2008,"For contributions to ubiquitous computing research, with emphasis on applications for education, home and health.",10,"human, interaction, contributions, computer, computing, design",-1,19,-27.842447,14.695477,5.9385586,7.6992927,https://awards.acm.org/award-recipients/abowd_N984112,https://dblp.org/pid/a/GDAbowd,https://scholar.google.com/citations?user=gb8sbdcAAAAJ,"Dean, College of Engineering, Northeastern University"
Hari Balakrishnan,2008,For contributions to computer networking and distributed systems.,9,"contributions, internet, protocols, network, networks, networking",0,1,27.840761,21.501831,5.2782593,2.3088238,https://awards.acm.org/award-recipients/balakrishnan_4417077,https://dblp.org/pid/b/HariBalakrishnan,https://scholar.google.com/citations?user=Qf4bw4UAAAAJ,MIT
Ian Munro,2008,For contributions to algorithms and data structures.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,6,-31.369682,-13.25288,7.404335,5.324403,https://awards.acm.org/award-recipients/munro_1108943,https://dblp.org/pid/m/JIanMunro,https://scholar.google.com/citations?user=O55rM6QAAAAJ,"University Professor, University of Waterloo"
J.J. Garcia-Luna-Aceves,2008,For contributions to the theory and design of computer communication protocols.,9,"contributions, internet, protocols, network, networks, networking",-1,19,36.98601,23.450565,5.939676,1.6854982,https://awards.acm.org/award-recipients/garcia-luna-aceves_4494258,https://dblp.org/pid/g/JJGarciaLunaAceves,https://scholar.google.com/citations?user=wLtmXGQAAAAJ,"Distinguished Professor, University of California at Santa Cruz"
Jack Davidson,2008,For contributions in compiler design and implementation.,4,"programming, contributions, languages, language, program, compilers",-1,18,35.566658,-15.787961,2.2695208,3.9370313,https://awards.acm.org/award-recipients/davidson_1513993,https://dblp.org/pid/d/JWDavidson,https://scholar.google.com/citations?user=-oXW2RYAAAAJ,Duke University
Jason Cong,2008,For contributions to electronic design automation.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,6,-18.699242,7.278979,5.6320276,6.187824,https://awards.acm.org/award-recipients/cong_2957967,https://dblp.org/pid/c/JasonCong,https://scholar.google.com/citations?user=UVGe0gQAAAAJ,"Volgenau Chair for Engineering Excellence, Computer Science and Electrical Engineering …"
Joel Moses,2008,For developing the Macsyma computer system for formula manipulation.,4,"programming, contributions, languages, language, program, compilers",-1,3,-7.912073,-2.6179147,2.8663106,5.137448,https://awards.acm.org/award-recipients/moses_1041961,https://dblp.org/pid/314/3392,,
John C. Mitchell,2008,For contributions to the theory of programming languages.,4,"programming, contributions, languages, language, program, compilers",-1,18,27.025328,-20.14466,2.3138137,4.9437385,https://awards.acm.org/award-recipients/mitchell_2036986,https://dblp.org/pid/93/6977,https://scholar.google.com/citations?user=1_kJPIEAAAAJ,"Professor of Computer Science, Stanford University"
Jonathan Rose,2008,For contributions to the architecture and computer-aided design of field-programmable gate arrays (FPGAs).,8,"contributions, design, memory, computer, architecture, systems",-1,9,14.054834,25.940533,2.9669602,2.9965682,https://awards.acm.org/award-recipients/rose_2230928,https://dblp.org/pid/97/6522,https://scholar.google.com/citations?user=Icox8ecAAAAJ,"Professor of Electrical and Computer Engineering, University of Toronto"
Joseph A Konstan,2008,For contributions to human-computer interaction.,10,"human, interaction, contributions, computer, computing, design",2,5,-34.944782,14.822899,5.986714,8.171768,https://awards.acm.org/award-recipients/konstan_2923662,https://dblp.org/pid/09/3004,https://scholar.google.com/citations?user=PH4mytYAAAAJ,University of Minnesota
Judith S Olson,2008,For contributions to human-computer interaction and computer-supported cooperative work.,10,"human, interaction, contributions, computer, computing, design",-1,19,-29.340424,18.202673,5.7240615,7.9991045,https://awards.acm.org/award-recipients/olson_2607695,https://dblp.org/pid/04/1690,,
Kathryn S McKinley,2008,For contributions to compilers and memory management.,4,"programming, contributions, languages, language, program, compilers",-1,18,37.480568,-16.222834,2.3024037,3.9853997,https://awards.acm.org/award-recipients/mckinley_3720018,https://dblp.org/pid/m/KSMcKinley,https://scholar.google.com/citations?user=Rt1a5-6vh4UC,Google
Kenneth Clarkson,2008,For contributions to computational geometry.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,4,-34.97028,-5.945668,8.197241,5.5001044,https://awards.acm.org/award-recipients/clarkson_4491536,https://dblp.org/pid/220/3513,https://scholar.google.com/citations?user=F7ODi8QAAAAJ,IBM Almaden Research
Madhu Sudan,2008,For contributions to algorithms and complexity theory.,1,"contributions, algorithms, complexity, computational, theory, geometry",0,14,-10.952242,-16.693623,6.701586,4.4487658,https://awards.acm.org/award-recipients/sudan_4863056,https://dblp.org/pid/300/9711,https://scholar.google.com/citations?user=D-RwB3YAAAAJ,"Gordon McKay Professor of Computer Science, Harvard University"
Mark S Squillante,2008,For contributions to the theory and practice of stochastic modeling.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,2,-14.055895,-3.7276602,5.4916763,4.819157,https://awards.acm.org/award-recipients/squillante_2571602,https://dblp.org/pid/67/3865,https://scholar.google.com/citations?user=ScmX2AcAAAAJ,IBM Research
Martin Abadi,2008,For contributions to computer security and verification of computer systems.,2,"contributions, privacy, cryptography, security, systems, computer",-1,1,19.159077,-5.165373,6.147471,2.514814,https://awards.acm.org/award-recipients/abadi_1389428,https://dblp.org/pid/a/MartinAbadi,https://scholar.google.com/citations?user=vWTI60AAAAAJ,"Research Scientist, Google, and Professor Emeritus, UC Santa Cruz"
Mendel Rosenblum,2008,For contributions to reinventing virtual machines.,8,"contributions, design, memory, computer, architecture, systems",-1,15,25.44443,5.306735,4.1243496,3.155561,https://awards.acm.org/award-recipients/rosenblum_4094918,https://dblp.org/pid/r/MendelRosenblum,,
Michael Reiter,2008,For contributions to computer security and fault-tolerant distributed computing.,7,"contributions, parallel, distributed, computing, systems, performance",0,1,27.373394,12.52509,4.879753,2.9587073,https://awards.acm.org/award-recipients/reiter_NC55657,https://dblp.org/pid/72/6232,https://scholar.google.com/citations?user=GaRxukMAAAAJ,"James B. Duke Distinguished Professor, Duke University"
Michel X Goemans,2008,For contributions to the theory of approximation algorithms and mathematical programming.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-20.159632,-14.143646,7.203492,4.823804,https://awards.acm.org/award-recipients/goemans_4568770,https://dblp.org/pid/g/MichelXGoemans,,
Pat Hanrahan,2008,For contributions to rendering theory and systems.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,4,-5.443287,-1.5746521,5.886856,4.635986,https://awards.acm.org/award-recipients/hanrahan_4652251,https://dblp.org/pid/h/PatHanrahan,https://scholar.google.com/citations?user=RzEnQmgAAAAJ,Stanford University
Paul G Lowney,2008,For contributions to compiler technology and performance enhancement tools.,4,"programming, contributions, languages, language, program, compilers",-1,18,35.315086,-13.084127,2.3096044,3.9587142,https://awards.acm.org/award-recipients/lowney_1760495,,,
Per O Stenstrom,2008,For contributions to the design of high-performance memory systems.,8,"contributions, design, memory, computer, architecture, systems",-1,15,35.628593,4.05466,3.5702531,3.2551868,https://awards.acm.org/award-recipients/stenstrom_7463656,,https://scholar.google.com/citations?user=wsMoM6cAAAAJ,Chalmers University of Technology
Perry Cook,2008,"For contributions to computer music, physics-based sound synthesis and voice analysis/synthesis.",0,"vision, contributions, computer, graphics, image, geometry",-1,4,-10.872317,-6.1956863,7.996301,6.504635,https://awards.acm.org/award-recipients/cook_4412276,https://dblp.org/pid/33/6929,,
Jitendra Malik,2008,For contributions to computer vision.,0,"vision, contributions, computer, graphics, image, geometry",1,17,-47.951912,-4.5975375,9.104654,6.957327,https://awards.acm.org/award-recipients/malik_5874904,https://dblp.org/pid/58/2944,https://scholar.google.com/citations?user=oY9R5YQAAAAJ,"Professor of EECS, UC Berkeley"
Jennifer Rexford,2008,For contributions to network control and management systems.,9,"contributions, internet, protocols, network, networks, networking",-1,2,36.522167,29.44605,5.2237315,2.0802991,https://awards.acm.org/award-recipients/rexford_4157665,https://dblp.org/pid/r/JenniferRexford,https://scholar.google.com/citations?user=07ds-DAAAAAJ,"Professor of Computer Science, Princeton University"
Lawrence C Paulson,2008,For contributions to theorem provers and verification techniques.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,13,25.918589,-15.494305,1.5068738,4.7247095,https://awards.acm.org/award-recipients/paulson_4585196,https://dblp.org/pid/p/LCPaulson,,
Xiaotie Deng,2008,For contributions to the interface of algorithmic methodology and game theory.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-24.490013,-5.308749,6.499876,4.9194193,https://awards.acm.org/award-recipients/deng_3732898,https://dblp.org/pid/d/XiaotieDeng,https://scholar.google.com/citations?user=OBUwP_oAAAAJ,"Chair Professor of Computer Science, Peking University, Beijing, China"
Richard Szeliski,2008,For contributions to computational photography.,0,"vision, contributions, computer, graphics, image, geometry",-1,17,-47.66887,1.0663724,9.155747,6.8422685,https://awards.acm.org/award-recipients/szeliski_2475143,https://dblp.org/pid/46/2186,https://scholar.google.com/citations?user=3_u1jHQAAAAJ,"CSE, The University of Washington"
Rob A Rutenbar,2008,For contributions to computer-aided design tools for mixed-signal integrated circuits.,8,"contributions, design, memory, computer, architecture, systems",-1,6,10.103699,29.699078,3.2227683,2.346254,https://awards.acm.org/award-recipients/rutenbar_1753128,https://dblp.org/pid/r/RobARutenbar,https://scholar.google.com/citations?user=avq8-1QAAAAJ,"Professor of Computer Science and Electrical and Computer Engineering, University of …"
Roy Levin,2008,For contributions to software and systems.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,6,-3.2811754,-1.405105,4.431313,4.8886185,https://awards.acm.org/award-recipients/levin_1310671,https://dblp.org/pid/83/749,https://scholar.google.com/citations?user=XO-_j40AAAAJ,Senior Researcher at Microsoft
Sanjeev Arora,2008,For foundational work on probabilistically checkable proofs and approximate solutions to NP-hard optimization problems.,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,14,-17.658089,-14.824001,7.1869106,4.5100875,https://awards.acm.org/award-recipients/arora_N027029,https://dblp.org/pid/a/SArora,https://scholar.google.com/citations?user=RUP4S68AAAAJ,"Professor of Computer Science, Princeton University"
Stephen A Cook,2008,For fundamental contributions to the theory of computational complexity.,1,"contributions, algorithms, complexity, computational, theory, geometry",0,14,-9.6612835,-16.560957,6.51647,4.3668923,https://awards.acm.org/award-recipients/cook_N991950,https://dblp.org/pid/c/StephenACook,,
Tuomas Sandholm,2008,For contributions to combinatorial auctions and mechanism design.,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,3,-13.816501,-21.601866,7.108567,4.718208,https://awards.acm.org/award-recipients/sandholm_4521530,https://dblp.org/pid/s/TuomasSandholm,https://scholar.google.com/citations?user=0DpK1EMAAAAJ,"Angel Jordan University Professor of Computer Science, Carnegie Mellon University"
Umeshwar Dayal,2008,"For contributions to managing federated, active, and heterogeneous databases.",6,"database, contributions, data, systems, management, databases",-1,0,4.382224,6.0857167,4.9453444,4.55175,https://awards.acm.org/award-recipients/dayal_CR54528,https://dblp.org/pid/76/2198,,
Vivek Sarkar,2008,For contributions to technologies for parallel computing.,7,"contributions, parallel, distributed, computing, systems, performance",0,2,15.897697,10.458361,3.8999994,4.08231,https://awards.acm.org/award-recipients/sarkar_2125300,https://dblp.org/pid/s/VivekSarkar,https://scholar.google.com/citations?user=XjeIqxYAAAAJ,"School of Computer Science, Georgia Institute of Technology"
Watts S Humphrey,2008,For contributions to software engineering process discipline.,3,"software, contributions, engineering, testing, community, analysis",-1,7,16.462416,-17.51751,1.9972024,6.3602934,https://awards.acm.org/award-recipients/humphrey_1884790,https://dblp.org/pid/63/1672,,
William A.S. Buxton,2008,For contributions to the field of human-computer interaction.,10,"human, interaction, contributions, computer, computing, design",2,5,-35.248814,16.016684,5.9607043,8.245853,https://awards.acm.org/award-recipients/buxton_7390685,https://dblp.org/pid/b/WilliamBuxton,,
